Timestamp,number_of_viruses,number_of_cells,number_of_dead_cells
122976,6,91,9
123041,6,91,9
123101,6,91,9
123162,6,91,9
123228,6,91,9
123293,6,91,9
123360,6,91,9
123422,6,91,9
123483,6,91,9
123548,6,91,9
123608,6,91,9
123672,6,91,9
123734,6,91,9
123798,6,91,9
123859,6,91,9
123926,6,91,9
123990,6,91,9
124047,6,91,9
124112,6,91,9
124174,6,91,9
124238,6,91,9
124305,6,91,9
124365,6,91,9
124430,6,91,9
124491,6,91,9
124556,6,91,9
124617,6,91,9
124680,6,91,9
124744,6,91,9
124807,6,91,9
124872,6,91,9
124934,6,91,9
124997,6,91,9
125061,6,91,9
125125,6,91,9
125189,6,91,9
125253,6,91,9
125315,6,91,9
125379,6,91,9
125444,6,91,9
125509,7,91,9
125569,7,91,9
125633,7,91,9
125696,7,91,9
125760,7,91,9
125824,7,91,9
125892,7,91,9
125948,7,91,9
126032,8,91,9
126108,8,91,9
126178,8,90,10
126236,8,90,10
126299,8,90,10
126361,8,90,10
126427,8,90,10
126505,9,90,10
126567,9,90,10
126628,9,90,10
126691,9,90,10
126759,9,90,10
126826,9,90,10
126882,9,90,10
126945,9,90,10
127009,9,90,10
127072,9,90,10
127134,9,90,10
127199,9,90,10
127262,9,90,10
127326,9,90,10
127392,9,90,10
127452,9,90,10
127516,9,90,10
127579,9,90,10
127642,9,90,10
127707,9,90,10
127772,9,90,10
127831,9,90,10
127894,9,90,10
127959,9,90,10
128022,9,90,10
128085,8,90,10
128148,8,90,10
128213,8,90,10
128275,8,90,10
128339,8,90,10
128402,8,90,10
128466,8,90,10
128528,8,90,10
128591,8,90,10
128656,8,90,10
128720,8,90,10
128783,8,90,10
128845,8,90,10
128910,8,90,10
128975,8,90,10
129034,8,90,10
129099,7,90,10
129162,7,90,10
129225,7,90,10
129292,7,90,10
129352,7,90,10
129415,7,90,10
129479,7,90,10
129541,7,90,10
129604,7,90,10
129667,7,90,10
129731,7,90,10
129792,7,90,10
129856,7,90,10
129918,7,90,10
129981,7,90,10
130043,7,90,10
130108,7,90,10
130172,7,90,10
130236,7,90,10
130296,7,90,10
130360,7,90,10
130423,7,90,10
130487,7,90,10
130548,7,90,10
130616,8,90,10
130677,8,90,10
130743,7,90,10
130806,8,90,10
130867,8,90,10
130928,8,90,10
130994,8,90,10
131051,8,89,11
131116,8,89,11
131182,8,89,11
131265,8,89,11
131326,8,89,11
131395,8,89,11
131450,8,89,11
131517,8,89,11
131578,8,89,11
131647,8,89,11
131711,8,89,11
131775,8,89,11
131838,8,89,11
131898,8,89,11
131962,8,89,11
132027,8,89,11
132096,8,89,11
132161,8,89,11
132234,8,89,11
132309,8,89,11
132377,8,89,11
132441,8,89,11
132501,8,89,11
132562,8,89,11
132625,8,89,11
132690,8,89,11
132754,8,89,11
132816,8,89,11
132880,8,89,11
132944,8,89,11
133007,8,89,11
133075,8,89,11
133135,8,89,11
133197,8,89,11
133261,8,89,11
133327,8,89,11
133390,8,89,11
133448,8,89,11
133511,8,89,11
133575,8,89,11
133637,8,89,11
133698,7,89,11
133762,7,89,11
133825,7,89,11
133891,7,89,11
133955,7,89,11
134016,7,89,11
134080,7,89,11
134144,7,89,11
134207,7,89,11
134271,7,89,11
134333,7,89,11
134397,7,89,11
134461,7,89,11
134524,7,89,11
134588,7,89,11
134650,7,89,11
134713,7,89,11
134777,7,89,11
134840,7,89,11
134905,7,89,11
134968,7,89,11
135032,7,89,11
135096,7,89,11
135159,7,89,11
135224,7,89,11
135288,7,89,11
135352,7,89,11
135415,7,89,11
135479,7,89,11
135544,6,89,11
135607,6,89,11
135668,6,89,11
135733,6,89,11
135806,7,89,11
135882,7,89,11
135939,7,89,11
136001,7,89,11
136063,7,89,11
136127,7,89,11
136195,8,89,11
136259,8,89,11
136316,8,89,11
136380,8,89,11
136441,8,89,11
136505,8,89,11
136568,8,89,11
136632,8,89,11
136696,8,89,11
136760,7,88,12
136834,6,87,13
136900,6,87,13
136963,6,87,13
137027,6,87,13
137092,6,87,13
137156,6,87,13
137216,6,87,13
137279,6,87,13
137341,6,87,13
137405,6,87,13
137472,6,87,13
137531,6,87,13
137596,6,87,13
137659,6,87,13
137725,6,87,13
137788,6,87,13
137850,6,87,13
137913,6,87,13
137978,6,87,13
138041,6,87,13
138106,6,87,13
138167,6,87,13
138230,6,87,13
138294,6,87,13
138358,6,87,13
138422,5,87,13
138484,5,87,13
138548,5,87,13
138611,5,87,13
138674,5,87,13
138738,5,87,13
138801,5,87,13
138866,5,87,13
138929,5,87,13
138993,5,87,13
139099,5,87,13
139164,5,87,13
139233,5,87,13
139296,5,87,13
139357,5,87,13
139423,5,87,13
139485,5,87,13
139547,5,87,13
139611,5,87,13
139674,5,87,13
139736,5,87,13
139800,5,87,13
139864,5,87,13
139926,5,87,13
139991,4,87,13
140054,4,87,13
140117,4,87,13
140179,4,87,13
140243,4,87,13
140306,4,87,13
140370,4,87,13
140433,4,87,13
140497,4,87,13
140561,4,87,13
140624,4,87,13
140688,4,87,13
140754,4,87,13
140816,4,87,13
140879,4,87,13
140944,4,87,13
141005,4,87,13
141069,4,87,13
141134,4,87,13
141196,4,87,13
141262,4,87,13
141342,4,87,13
141402,4,87,13
141468,4,87,13
141531,4,87,13
141595,4,86,14
141661,3,86,14
141722,3,86,14
141785,3,86,14
141847,3,86,14
141911,3,86,14
141974,3,86,14
142039,3,86,14
142100,3,86,14
142162,3,86,14
142230,3,86,14
142291,3,86,14
142353,3,86,14
142417,3,86,14
142479,3,86,14
142542,3,86,14
142607,3,86,14
142670,3,86,14
142733,3,86,14
142796,2,85,15
142858,2,85,15
142924,2,85,15
142986,2,85,15
143049,2,85,15
143112,2,85,15
143176,2,85,15
143239,2,85,15
143302,2,85,15
143366,2,85,15
143428,2,85,15
143492,2,85,15
143556,2,85,15
143619,2,85,15
143683,2,85,15
143745,2,85,15
143807,2,85,15
143872,2,85,15
143935,2,85,15
143999,2,85,15
144062,2,85,15
144125,2,85,15
144189,2,85,15
144251,2,85,15
144313,2,85,15
144377,2,85,15
144440,2,85,15
144503,2,85,15
144567,2,85,15
144631,2,85,15
144695,2,85,15
144758,2,85,15
144824,2,85,15
144885,2,85,15
144947,2,85,15
145010,2,85,15
145075,2,85,15
145137,2,85,15
145201,2,85,15
145263,2,85,15
145327,2,85,15
145391,2,85,15
145453,2,85,15
145517,2,85,15
145580,2,85,15
145642,2,85,15
145712,2,85,15
145773,2,85,15
145834,2,85,15
145896,2,85,15
145959,2,85,15
146023,2,85,15
146086,2,85,15
146148,2,85,15
146211,2,85,15
146276,2,85,15
146341,2,85,15
146402,1,84,16
146479,0,83,17
